;Aliser_050n;Azacyt_1.5u;AZD148_005u;AZD818_050u;Bafilo_1.2n;BGJ398_007u;BMS536_002u;Bortez_020n;Bortez_020n.1;Caboza_010u;Capiva_050u;Carbop_007u;CCT020_003u;CCT196_001u;CCT196_001u.1;CGP573_010u;Chloro_040u;Cispla_250n;Cispla_500n;Compou_008u;Crizot_002u;Defero_007u;Doxoru_080n;eFT508_025u;Erasti_015u;Ferros_060u;Gefiti_002u;Gefiti_002u.1;Ibudil_400u;IMR1._080u;JSH23_060u;L75550_025u;Lazert_001u;Lenvat_040u;Levofl_250u;LGK974_005u;LIMKi3_030u;LY3009_003u;LY3009_003u.1;Mavele_001u;Mefloq_010u;Methot_040n;MG132z_510n;Mitomy_002x;ML210._030u;NaButy_002m;NAcety_015m;Napabu_001u;Navito_006u;Nigeri_100n;Nutlin_025u;Olapar_020u;Osimer_001u;Osimer_005u;Osimer_020n;Osimer_100n;Osimer_100n.1;Osimer_100n.2;Osimer_100n.3;OsiSor_015u;Oxalip_005u;Paclit_005n;Palboc_010u;Pemetr_080n;Pemetr_100n;Pemetr_100n.1;Phenfo_050u;phenyl_002m;Plurip_010u;Pralat_003n;Proben_500u;PROTAC_010u;RAF265_005u;Regora_010u;Rocile_001u;S63845_010u;Saraca_500n;SBI020_005u;SHP099_050u;Sorafe_005u;Sorafe_005u.1;Sotora_035u;Spauti_007u;statti_007u;STO609_030u;Suniti_015u;TAE684_001u;Tazeme_040u;Temps0_000u;Temps0_000u.1;Temps0_000u.2;Temps0_000u.3;Temps0_000u.4;Temps0_000u.5;Temps0_000u.6;Temps0_000u.7;Temps0_000u.8;Temps0_000u.9;Temsir_006u;Thapsi_008n;THZ1_090n;Tramet_030n;Tramet_030n.1;Tramet_040n;Tricho_110n;Trimet_600u;Tunica_0.5x;U0126E_030u;Vemura_007u;Vorino_002u;WZ4002_001u;X13271_005u;X13271_005u.1;X13271_008u;X13271_008u.1;X13271_009u;X15681_050u;X17129_008u;X17129_008u.1;XAV939_080u;Y27632_300u
11023;NA;NA;-7.73337760949318;1.44007328675686;-1.10118791521706;-1.35328430065177;3.55655335419019;NA;NA;-6.18642435505416;1.99166024016283;5.55375699747799;NA;NA;NA;NA;1.60720655872131;-7.58437780261253;-4.1945159772651;NA;-1.21287858817175;5.76247534345221;-6.07748941742148;NA;NA;6.18878705336165;-4.38144030746194;-4.38144030746194;NA;7.77721336303043;2.1492356547498;NA;NA;NA;NA;NA;NA;-5.21838749164319;-5.21838749164319;NA;NA;NA;NA;-5.45124775153329;4.4008855313089;-1.39723571851643;-3.20289173581192;NA;NA;4.35143070628037;-1.66343650781825;1.81976797839967;-1.41572823762874;-1.89191192010818;-3.97626002051867;-4.94068461402572;-4.94068461402572;-4.94068461402572;-4.94068461402572;-7.72704070859687;5.26544052572931;NA;1.58389926159999;-2.82981477399758;NA;NA;NA;NA;1.46788576281545;NA;NA;-2.85221833689184;NA;NA;NA;NA;NA;NA;-4.82071463361581;NA;NA;NA;-6.48661134582063;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.67570810315888;NA;NA;1.33119398902902;1.33119398902902;-4.45051297570205;NA;1.40455557388978;10.2120837057939;NA;5.48239816868406;NA;NA;NA;NA;-5.85196796592325;-5.85196796592325;NA;NA;2.9344759430288;2.9344759430288;NA;3.3769652924226
11024;NA;NA;NA;6.87702384067462;2.94029197561722;4.37789963346603;5.88539656626551;NA;NA;NA;1.48253074810593;-6.19594912071144;NA;NA;NA;NA;1.4681302666253;NA;NA;NA;NA;-1.23070017806888;NA;NA;-7.12864744075339;NA;1.35132832745571;1.35132832745571;NA;2.26064310064456;NA;NA;NA;NA;5.5740038079724;NA;NA;-2.97804602481494;-2.97804602481494;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-7.55296843485803;4.72392301071006;NA;2.38974902521133;1.99775948775504;NA;NA;NA;NA;NA;NA;-8.45937582857923;NA;1.82530263228497;2.21067944416458;NA;NA;-2.94811176265257;NA;NA;NA;5.44595194275028;NA;NA;NA;-4.24534491874014;NA;NA;NA;NA;NA;NA;4.66074541564591;NA;-2.89227771307395;NA;5.61059136790135;NA;NA;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;4.3317707433306;-4.30423753349462;6.846661490148;NA;NA;NA;7.30017410476322;4.10219188792361;NA;NA;-5.31162478019805;NA;5.72944115503409;NA;NA;NA;NA;NA;4.34757811659789;5.77577139130201;5.77577139130201;NA;-7.94070417069011
11025;9.69094623591828;NA;NA;4.31479463292743;NA;NA;8.83348614641603;NA;NA;NA;4.81330784539657;-4.64341779554346;5.06714063028765;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.35132832745571;1.35132832745571;NA;5.10987417124054;8.36372301872813;NA;-1.70622328879293;NA;6.09298414689459;NA;NA;-4.2072264567898;-4.2072264567898;-1.87899737945718;5.82195598160632;NA;NA;1.66971339076329;NA;NA;-4.37984211973113;NA;NA;-6.04264835456809;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-6.95650493296095;NA;NA;2.21067944416458;NA;NA;NA;NA;-4.31185683665752;NA;6.67512261772271;-1.89828618537699;NA;NA;-2.48851443509939;-2.86654536170843;NA;NA;NA;NA;NA;NA;NA;-4.18945615466373;NA;-1.36432319210034;NA;NA;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;6.37368341406537;-2.58035862473072;1.12024914862927;NA;NA;1.43314492995168;-2.36812716699991;-3.06516987524631;NA;NA;-3.67686414812693;NA;-1.4515651631562;NA;NA;NA;NA;NA;NA;-2.43854616500898;-2.43854616500898;NA;-6.44299225727961
11026;-2.92030616659392;NA;NA;NA;NA;NA;NA;-1.03741272785382;-1.03741272785382;-6.36491348944062;NA;-4.80839429309076;NA;NA;NA;NA;-5.91579670940807;NA;NA;-6.78937131342998;-2.75847338947683;-5.20285862206036;-6.25856459699126;NA;NA;NA;NA;NA;-2.21413658966665;NA;NA;-3.85982788733041;-1.37172377937503;NA;NA;NA;-6.46879002116039;NA;NA;-1.5281585477575;-5.24402419375803;NA;-1.26809432391571;-1.17891663614253;NA;NA;NA;NA;NA;NA;NA;-6.19724430901951;-4.95165839301214;NA;-6.54046982047923;-1.03882606905208;-1.03882606905208;-1.03882606905208;-1.03882606905208;NA;NA;NA;-5.39692114364091;NA;NA;NA;NA;NA;NA;-4.56536176368494;NA;NA;NA;NA;-2.27045221686964;-3.24237858130419;-2.85252688577129;-5.99481814244383;NA;NA;NA;NA;NA;NA;NA;NA;NA;-6.92780292096807;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-2.39654746171313;NA;NA;NA;NA;-2.64426330436987;NA;NA;NA;NA;NA;-1.45203944182043;NA;NA;NA;NA;NA;-3.6212325038196;NA;NA;NA;NA
11029;NA;4.49677846483973;6.8803309424033;NA;13.9105429003859;NA;NA;8.66010110114297;8.66010110114297;-1.14834420898937;NA;NA;NA;NA;NA;-1.16113525188616;NA;NA;6.62025198776654;NA;7.30614198982956;2.56802541749488;NA;NA;NA;4.80929006456046;NA;NA;5.27041540558916;NA;1.34486451271079;4.50524928622983;NA;2.08233295874982;NA;8.84966192835363;7.53656845068247;4.85524122563633;4.85524122563633;NA;2.78512105891401;NA;9.52436218829654;NA;7.87821628293835;7.17647150627189;4.91880776963514;NA;NA;2.13854407261705;1.07487564719763;9.74655349140846;NA;NA;NA;NA;NA;NA;NA;NA;3.13094812723747;NA;NA;8.25971788110748;NA;NA;NA;-1.37037096155872;NA;4.41584866814059;NA;NA;NA;-1.90166219311741;NA;5.77833622435909;NA;NA;NA;NA;NA;NA;-1.3274022848363;NA;-3.75116759081052;NA;8.22308933955296;1.57175144812942;-9.20045859869959;-9.20045859869959;-9.20045859869959;-9.20045859869959;-9.20045859869959;-9.20045859869959;-9.20045859869959;-9.20045859869959;-9.20045859869959;-9.20045859869959;NA;9.16093193930513;NA;NA;NA;1.53945842344999;1.57331655938834;6.98793508447713;NA;NA;NA;4.10034484489794;NA;NA;NA;NA;NA;NA;NA;1.35367911705562;1.35367911705562;NA;NA
11030;9.09711270647521;NA;3.99246944657721;7.52096037098863;NA;NA;7.38070754242646;NA;NA;NA;1.75410700643213;-7.92083276779479;6.62297567069839;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.66487368616001;6.61979756857911;NA;1.91869589370078;NA;7.72188590616098;NA;NA;NA;NA;NA;4.86370770252198;NA;-2.09891984788228;NA;NA;NA;NA;NA;NA;-4.2630730744143;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-10.0538925392459;NA;NA;2.21067944416458;NA;NA;NA;NA;NA;NA;5.28659466532932;NA;NA;NA;NA;-3.85930220109471;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.0011992789802;-2.96878077194857;NA;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;6.48869430100028;-6.14038729471339;1.14518026343462;NA;NA;NA;-3.45100964192068;NA;NA;NA;-7.06852532075274;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-9.54351239764602
11032;NA;NA;NA;-5.59687896360382;-2.33865361229114;NA;-4.11715144418921;NA;NA;NA;NA;NA;NA;NA;NA;NA;-4.80634798033263;NA;-4.00967906975449;-5.76246211995533;NA;-2.7405403969483;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.61000281971236;NA;NA;NA;NA;NA;NA;NA;1.72872231455082;NA;3.93078431236345;-1.11677864862202;-1.04853245165105;NA;NA;NA;NA;NA;-4.24212518549886;NA;NA;NA;-4.08061508730248;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1.21817413246688;NA;NA;NA;NA;-4.79563499559393;NA;NA;1.41776205357553;NA;-7.08659414573788;NA;NA;-2.46931649438872;NA;NA;NA;NA;NA;NA;-1.00899069113922;-6.50509881683683;NA;-1.4702152248724;-6.78195963960913;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-5.9098541617112;3.94488157298703;1.49533766553661;1.59761169185013;1.59761169185013;NA;-2.2350461258675;NA;NA;NA;-1.22530492420604;-5.16865204930883;NA;NA;NA;NA;NA;-2.76544848738329;NA;-2.39216511794443;-2.39216511794443;NA;-4.71906833133054
11033;NA;-7.43417485562849;-6.03227505140492;NA;10.6001752967103;-1.98455346985693;NA;NA;NA;-3.88089324171741;NA;3.46918631874088;NA;-8.43692089335339;-8.43692089335339;NA;NA;NA;NA;1.27660337478767;NA;4.94698026664703;-3.7314595813743;NA;NA;4.89757896087668;NA;NA;-1.50072249504132;7.01003431147086;NA;NA;NA;-2.65837823321128;NA;5.45375957880829;NA;NA;NA;4.77800039076465;NA;NA;NA;1.21971822906387;NA;2.49281649024788;-3.66540482994657;NA;NA;4.167126407612;1.977247336481;7.39535294823396;9.74397732317064;8.87576812878951;7.90992165562332;-5.03013058473197;-5.03013058473197;-5.03013058473197;-5.03013058473197;NA;1.19505760163813;NA;10.685182571619;NA;NA;NA;NA;NA;NA;NA;NA;3.4404914425103;NA;NA;3.43929009457644;-2.11890699447589;NA;NA;NA;NA;NA;-1.45026208964868;-4.30580029040981;NA;NA;NA;-1.36873612604719;-4.62949404188981;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-2.59082148039209;2.24241907305517;-2.321875526241;3.9073693862367;-5.48570934015362;5.35505083301953;NA;NA;NA;NA;NA;NA;-1.92564300633285;-2.46774008973088;-1.76826147288999;-1.76826147288999;NA;1.49223327290993
11035;NA;7.39523279164834;8.02498840755417;NA;NA;NA;NA;1.08384883594027;1.08384883594027;NA;-4.66888863165394;NA;NA;NA;NA;-1.23449598364263;NA;NA;1.53483542422765;NA;NA;NA;1.51439265613845;NA;NA;NA;-4.8608433505334;-4.8608433505334;1.10025246245815;NA;NA;1.67298772152328;NA;NA;NA;NA;NA;4.19582839034788;4.19582839034788;1.22008531039669;NA;NA;1.29363105382956;1.17885427453817;NA;NA;NA;4.9962373445823;NA;NA;NA;1.90131050255452;NA;1.06886989733393;NA;-5.47867672707642;-5.47867672707642;-5.47867672707642;-5.47867672707642;NA;NA;NA;-1.04789394583455;8.40097337028283;8.03169069075803;8.03169069075803;NA;NA;NA;2.91688546992062;NA;NA;NA;NA;NA;NA;NA;-1.12609443196055;-4.31140490438029;NA;NA;NA;NA;NA;NA;NA;NA;-3.28655059035802;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;NA;4.37208409498234;-3.87797023579221;NA;NA;1.31809684123715;NA;1.12771307279799;NA;-6.32500790065266;NA;6.29098651932756;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11039;NA;-6.27485818415615;NA;NA;2.64616590929938;4.56317278026641;NA;NA;NA;-6.69375827649408;NA;-8.57009009228047;NA;NA;NA;NA;3.88800100447744;NA;-4.67131265493351;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-5.03368951898358;NA;NA;-6.07009456407482;NA;NA;NA;-3.82374608314272;NA;NA;-6.24008320540137;NA;NA;NA;NA;NA;NA;5.63988129308122;NA;NA;NA;5.61656818980002;-3.41389926573046;-1.17375895020981;NA;1.23520377784836;NA;NA;NA;NA;NA;NA;-7.72292309308096;-1.39104956289169;-3.0831676146052;1.34699523857764;1.34699523857764;NA;NA;7.39381567837656;NA;NA;NA;NA;NA;-6.75935746625361;6.59349414659754;NA;NA;NA;NA;NA;6.33168615629196;NA;NA;NA;4.86269916570363;6.22558340212423;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.79078173641239;11.247192582472;11.247192582472;NA;8.27930050768814;NA;NA;NA;-7.74235281203083;NA;NA;1.02640870976347;1.02640870976347;NA;NA;7.75388311449155;8.99266266824977;NA;NA;NA;NA
11046;NA;NA;NA;1.31958018084538;NA;NA;NA;NA;NA;NA;-1.49567708543725;6.22020128988553;NA;NA;NA;NA;NA;NA;7.89266029106604;5.04049693988719;NA;6.51728718950501;NA;NA;NA;NA;NA;NA;7.70916264121614;NA;NA;1.36386626117925;NA;NA;-1.05968596556313;6.91937115771317;NA;-1.62881894245429;-1.62881894245429;NA;NA;NA;6.95319143913597;-1.90879201432601;NA;NA;6.10671122718712;NA;NA;6.43470682310084;5.10572206958324;10.3672351993813;NA;NA;8.8636096265603;NA;NA;NA;NA;NA;4.54057853364948;-1.25320873951345;NA;5.51955616419189;11.9396826886155;11.9396826886155;-1.60574854082194;1.04935632002041;5.56518324669039;3.42337592852824;NA;NA;NA;1.07814659349678;NA;8.01422800414099;NA;1.09055319365051;-1.30734281990208;NA;NA;NA;1.27697664799043;NA;-5.05310997372191;NA;NA;NA;2.88324771669244;2.88324771669244;2.88324771669244;2.88324771669244;2.88324771669244;2.88324771669244;2.88324771669244;2.88324771669244;2.88324771669244;2.88324771669244;NA;7.650449975833;NA;10.1511336014126;10.1511336014126;NA;10.5758077358152;NA;NA;2.13920333855656;7.13643870613551;NA;NA;1.19660443167231;1.19660443167231;7.29858876935981;7.29858876935981;NA;NA;NA;NA;NA;6.48983826130711
11047;NA;-6.81626608771652;NA;-7.06500445505232;NA;-4.49763679094752;NA;-1.15370577856905;-1.15370577856905;NA;NA;1.58561547059679;-6.80726712969065;NA;NA;NA;-4.92511580653622;NA;5.28026677921886;NA;NA;NA;-4.69305998320649;NA;NA;NA;-5.45658686487346;-5.45658686487346;-3.82492101901899;NA;NA;-4.91018131376694;-1.32940340960173;-4.02877693730745;NA;NA;-5.57969631810307;NA;NA;NA;-6.07911019271393;-5.42999361410292;NA;NA;NA;-4.57417874895273;NA;NA;-6.75025144728291;NA;NA;NA;NA;-4.10581736310472;NA;-5.94645835681847;-5.94645835681847;-5.94645835681847;-5.94645835681847;-8.58189741261896;NA;NA;NA;NA;NA;NA;NA;-5.23185103397342;-5.99080851965242;-5.47909891165549;NA;NA;NA;NA;-2.76656940580481;NA;NA;NA;NA;-3.44095485910926;-3.44095485910926;-3.72051125726604;NA;NA;NA;-1.47286575682939;NA;NA;4.53003833636611;4.53003833636611;4.53003833636611;4.53003833636611;4.53003833636611;4.53003833636611;4.53003833636611;4.53003833636611;4.53003833636611;4.53003833636611;NA;-2.94689131506881;-3.95571772226193;NA;NA;NA;NA;NA;NA;NA;-4.42196663026889;-1.19093273188145;-1.57588533400162;NA;NA;-7.43152748692065;-7.43152748692065;NA;NA;NA;NA;NA;NA
11052;NA;5.74710057968038;NA;NA;NA;7.64886125305136;4.47236472853656;NA;NA;-5.16384886119236;-1.54859600796021;-2.35102179506119;NA;NA;NA;NA;NA;NA;-2.96986050569314;NA;NA;-2.90626468441939;-5.04736347762342;NA;NA;-1.87590547934376;NA;NA;NA;NA;NA;5.50071267362954;2.77877683340534;-4.51186002415291;1.48253310216314;NA;NA;1.90941691095458;1.90941691095458;NA;2.48445938613415;NA;NA;-1.96257038968956;2.2042209373132;NA;NA;5.10570448499869;NA;-4.31360486650741;6.33700968056536;NA;-1.12915960015813;-1.29408762077202;NA;NA;NA;NA;NA;NA;-5.37126398589863;1.02309767745588;-1.25672140759459;-1.58725292400495;NA;NA;-1.60874319030495;-5.52727445586577;NA;NA;NA;3.94669977261736;NA;NA;NA;NA;NA;-4.78392260156805;-1.31828706136187;NA;NA;NA;-5.46391824814145;-1.57452049045926;-5.22813965798013;NA;NA;NA;5.39370894201059;5.39370894201059;5.39370894201059;5.39370894201059;5.39370894201059;5.39370894201059;5.39370894201059;5.39370894201059;5.39370894201059;5.39370894201059;NA;4.34301815128259;5.11259306570738;NA;NA;NA;5.3368822847573;NA;NA;1.60215046326478;-1.35109098495229;7.25404218942569;NA;NA;NA;NA;NA;NA;NA;5.0210282797318;5.0210282797318;1.03444677090459;-4.78206516336861
11055;3.36266583532946;NA;NA;NA;NA;NA;NA;NA;NA;5.68346594495782;NA;-3.08400763698805;NA;3.02533247757167;3.02533247757167;NA;NA;NA;NA;NA;-1.78201702902857;NA;4.38647409649453;NA;-4.20495516354281;-2.60764246955788;8.59434356428731;8.59434356428731;NA;4.34544623055172;NA;NA;5.30810172492797;5.01818143987382;-1.51218027771955;NA;NA;5.38974584293794;5.38974584293794;5.05509302658294;NA;1.75554943911298;NA;NA;NA;-2.00988601622786;-3.52330130483431;NA;NA;NA;-2.35978543786907;NA;3.94585035488031;NA;NA;8.23396787841321;8.23396787841321;8.23396787841321;8.23396787841321;2.23881275114099;NA;-2.12316242959611;NA;1.22341471798234;NA;NA;5.91144688931319;NA;NA;NA;-2.15388254874713;10.6043519677728;NA;3.18482289390746;3.26648682073286;-2.06795585411409;5.40140843050728;NA;NA;NA;NA;-1.43662844853086;3.55446849069522;NA;NA;NA;-1.36533967274022;NA;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;NA;NA;NA;3.82998493771534;3.82998493771534;8.86921908822679;-1.69083803416473;NA;NA;NA;1.44501894462015;NA;3.61558292313661;NA;NA;NA;NA;NA;-2.37734955595635;-1.73814937846887;-1.73814937846887;NA;NA
11059;NA;NA;NA;NA;NA;NA;NA;1.58808501469749;1.58808501469749;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-4.7640227857495;NA;NA;NA;NA;NA;-4.70122392138062;-4.70122392138062;NA;-5.40650338750804;NA;NA;NA;NA;NA;NA;NA;-6.64998387516083;-6.64998387516083;NA;NA;1.45858907619634;NA;NA;NA;1.2733307504234;NA;NA;NA;NA;NA;-1.14438792230023;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1.04079139467389;-1.04079139467389;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.42304485289477;3.42304485289477;-4.31054616218212;NA;NA;NA;-3.42195555547994;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-6.09910926195717;-2.69675492633707;-2.69675492633707;NA;NA;-5.28327698774052;NA;-8.05256094818556;NA;-4.41742557778703;-3.60696176352545;NA;NA;NA;NA;-4.90247245976983;NA;-4.73766949702018;-4.73766949702018;NA;NA
11070;NA;NA;-6.67216529012509;7.07877919680569;1.521752047258;NA;NA;NA;NA;NA;9.99705991197855;-5.04568398173614;NA;1.01181703499868;1.01181703499868;NA;NA;10.4707610716467;NA;8.24356931662177;NA;-5.51271836083592;NA;NA;NA;-4.6574328958034;7.87966639257086;7.87966639257086;NA;NA;9.37961596824029;NA;-1.07613817871629;NA;NA;7.99176968149819;NA;NA;NA;NA;10.7501085970294;9.82130836833074;NA;1.01564018364906;NA;NA;6.25449160678015;-6.59679618749678;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.25151779494788;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.25982470809452;9.25982470809452;NA;NA;NA;NA;NA;NA;NA;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;7.75837316329576;NA;9.4226692150433;NA;NA;NA;10.6791051938602;6.06852539292079;NA;NA;NA;NA;NA;NA;NA;7.1339195718561;7.1339195718561;NA;NA;NA;NA;7.22020752939221;NA
11071;-1.32288594737813;NA;NA;NA;NA;NA;-3.06928422725867;NA;NA;NA;NA;5.98318548902329;-4.53774082250212;NA;NA;6.66622837276843;NA;9.15073524959022;10.2726862818697;NA;NA;1.23617159440002;7.57752251034443;NA;NA;NA;9.70432046036233;9.70432046036233;NA;NA;1.55631330893785;-1.78584073278166;6.97208801310804;NA;NA;NA;NA;NA;NA;10.1396240519484;-3.63387921531295;-2.66400002460316;NA;NA;5.22494344353818;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.73324683543049;9.73324683543049;9.73324683543049;9.73324683543049;NA;5.22696298196264;NA;NA;10.4958660421919;NA;NA;NA;1.24128391828481;NA;-2.74851758839726;NA;NA;NA;NA;8.28567038127215;NA;NA;NA;5.68972144774422;NA;NA;NA;NA;7.29052403942997;NA;NA;NA;7.23205251441906;3.13370874455362;3.13370874455362;3.13370874455362;3.13370874455362;3.13370874455362;3.13370874455362;3.13370874455362;3.13370874455362;3.13370874455362;3.13370874455362;NA;7.77839276692502;-1.1560905041589;NA;NA;NA;NA;NA;NA;8.79028431764253;8.68429678154856;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5.01142883929742
11073;NA;5.34394369824279;NA;NA;-2.98011305167897;NA;NA;9.261529709095;9.261529709095;NA;8.44431945795263;NA;NA;NA;NA;5.23783718514192;-4.79064697254257;-6.99699840435587;NA;-5.7103127883604;6.82782513787721;NA;8.21914808634865;NA;NA;NA;NA;NA;NA;NA;NA;9.89198365611459;-1.39524780430937;NA;7.88363551496853;-7.69645274333009;-5.38045338633355;NA;NA;-1.54368401903873;NA;10.6337985821919;NA;NA;NA;NA;NA;NA;-5.11467003690408;NA;NA;NA;-3.68537013053054;NA;NA;-4.14687514075772;-4.14687514075772;-4.14687514075772;-4.14687514075772;NA;-7.33436097103767;NA;-4.18401660240999;11.65094382526;NA;NA;NA;NA;NA;9.74741961122963;NA;NA;NA;7.8650226030215;-2.28691613640646;NA;NA;9.8794994105751;NA;NA;NA;NA;6.09500420028803;5.08164761364494;NA;5.5499019386103;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5.94824753158045;-2.41108092622039;1.05615642389107;NA;NA;9.53159461020415;NA;8.6726773174644;NA;NA;-3.78332856218373;NA;7.91986117758393;NA;NA;NA;NA;4.36047465839134;6.85083761279124;NA;NA;NA;-6.78629568507646
11074;NA;NA;NA;-3.72880609489941;NA;NA;-1.31760323361161;NA;NA;NA;NA;NA;NA;NA;NA;6.79633914092491;4.16718256149858;NA;NA;NA;NA;4.38719116430623;NA;NA;NA;6.61030545915345;NA;NA;NA;6.08452221401268;NA;-1.01868677949848;8.10377441945219;NA;NA;NA;-1.76075964053679;NA;NA;NA;-1.64812763878222;-1.17739024855667;NA;NA;5.15635572216002;-2.92312936910973;NA;NA;NA;3.72081458281662;-3.34237199119487;-1.48081183137135;NA;5.44222567708103;-1.88348543786557;NA;NA;NA;NA;NA;NA;NA;NA;11.8664123919006;NA;NA;NA;7.97002239765305;NA;-1.21332664185028;NA;NA;NA;6.19016677372792;NA;-3.01133215094693;NA;NA;NA;NA;NA;-1.99907688935236;NA;NA;NA;3.37332803263586;-1.86191475258734;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-2.45650440597984;-3.23940379734898;NA;NA;NA;NA;-1.44500157068712;NA;NA;-4.15618724542471;-4.15618724542471;-2.7628856115094;-3.38233157420176;NA;NA;NA;5.57876796552994
11075;NA;NA;NA;-3.43646775431819;4.92896122426698;-1.67901427481513;-1.71075283562787;NA;NA;NA;NA;NA;NA;-6.28595776880502;-6.28595776880502;NA;NA;-5.7976408198558;NA;NA;NA;NA;NA;NA;NA;NA;-2.70760199423705;-2.70760199423705;NA;NA;NA;NA;NA;NA;-3.62942480448935;NA;NA;-1.19739496296136;-1.19739496296136;NA;-2.17508874370181;NA;NA;1.41324965790597;-3.39527112466436;-1.73691125380774;-3.37103363436007;NA;-4.04783724182213;NA;NA;NA;1.8660837883626;NA;NA;-3.18876069791616;-3.18876069791616;-3.18876069791616;-3.18876069791616;NA;NA;NA;NA;-1.11601409273691;NA;NA;-1.18518837098646;NA;-3.2891323090628;-1.54050511191287;-4.23395431151571;NA;NA;NA;NA;-1.79531429841281;NA;NA;NA;-1.86576666894824;-1.86576666894824;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-3.79737334269139;-1.19221958972687;NA;NA;NA;NA;NA;-1.99638956150785;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1.63118230927678;-2.11771682900261;NA;NA;NA;NA
11076;NA;NA;-2.10932015638213;NA;NA;NA;NA;NA;NA;NA;1.23332245971962;6.71927901598786;NA;NA;NA;NA;NA;NA;NA;NA;-2.54589824120766;NA;-1.78028029216549;NA;NA;5.88809038001354;NA;NA;NA;9.79690399547568;NA;-1.77245624699582;7.38201395684194;NA;NA;NA;NA;NA;NA;6.30568940218489;-3.21136331459597;-2.39132599686431;-1.3386001652526;NA;5.48544204365451;-2.81462892116611;-4.32013371434704;NA;NA;3.97511333397586;NA;NA;-1.42175733075328;NA;NA;NA;NA;NA;NA;NA;1.45343985335872;NA;NA;NA;NA;NA;NA;NA;NA;-2.45481852199432;NA;NA;NA;NA;NA;-2.88339478932427;-1.32685093834111;NA;NA;NA;NA;NA;NA;NA;NA;2.04726971334588;-1.96695485808419;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-4.69424078966578;NA;NA;NA;NA;NA;-2.4430016366356;NA;NA;NA;2.81352816332564;NA;-1.55480929958282;NA;NA;-5.50222381736169;-5.50222381736169;-2.68896630433258;-3.21551012915307;NA;NA;NA;3.67880004006146
